,Topic,Time Queried,Title,Video IDs,Published At,Duration,View Count,Like Count
140,Microbiology,2022-07-12 12:58:01.346623,How To Fix SolidWorks The Operating System Is Not Presently Configured To Run This Application Error,pTS_S_DRpRk,2020-10-27T15:21:34Z,PT3M29S,18554,-1
141,Microbiology,2022-07-12 12:58:01.346624,ZORIN OS - Best Linux Operating System,8NXphEJsrag,2021-09-13T12:45:21Z,PT12M13S,128209,11090
142,Microbiology,2022-07-12 12:58:01.346626,[FIXED] The Operating System is not Presently Configured to Run this Application,A-aQYXChge4,2019-10-30T11:23:55Z,PT6M45S,56583,244
143,Microbiology,2022-07-12 12:58:01.346627,Using Python to Interact with the Operating System WEEK 1 Qwiklabs Assessment Coursera | by Google,6xoNxHP_YSk,2020-07-12T05:04:34Z,PT17M31S,17213,175
144,Microbiology,2022-07-12 12:58:01.346628,Deadlock in Operating System | 4 Conditions of Deadlocks | Deadlock Handling - Process Management,UVo9mGARkhQ,2018-09-16T13:30:00Z,PT15M45S,84981,1837
145,Microbiology,2022-07-12 12:58:01.346630,1.4 Multiprogramming Operating System in HINDI | what is Multi programming os,OOLy8jnl1hA,2018-04-20T05:15:00Z,PT14M56S,275425,4839
146,Microbiology,2022-07-12 12:58:01.346631,The STRANGEST operating system I have ever seen👩‍💻 #technology #programming #software #opensource,lHgrfuwKoNU,2022-05-03T17:18:09Z,PT38S,53084,1783
147,Microbiology,2022-07-12 12:58:01.346633,"Missing Operating System , How to Fix Missing Operating System  and  Solution",HgaeViKi940,2021-03-06T04:46:42Z,PT5M8S,122109,1716
148,Microbiology,2022-07-12 12:58:01.346637,8.  Types of OS - Batch Operating System | Basics of Operating System [Hindi/Urdu],jPP-lUpJES0,2019-05-08T03:15:00Z,PT7M34S,43230,926
149,Microbiology,2022-07-12 12:58:01.346639,Booting an Operating System,7D4qiFIosWk,2018-09-10T00:08:45Z,PT11M11S,44848,807
150,Microbiology,2022-07-12 12:58:02.092709,Deadlock in Operating System | 4 Conditions of Deadlocks | Deadlock Handling - Process Management,UVo9mGARkhQ,2018-09-16T13:30:00Z,PT15M45S,84981,1837
151,Microbiology,2022-07-12 12:58:02.092720,1.4 Multiprogramming Operating System in HINDI | what is Multi programming os,OOLy8jnl1hA,2018-04-20T05:15:00Z,PT14M56S,275425,4839
152,Microbiology,2022-07-12 12:58:02.092722,The STRANGEST operating system I have ever seen👩‍💻 #technology #programming #software #opensource,lHgrfuwKoNU,2022-05-03T17:18:09Z,PT38S,53084,1783
153,Microbiology,2022-07-12 12:58:02.092724,"Missing Operating System , How to Fix Missing Operating System  and  Solution",HgaeViKi940,2021-03-06T04:46:42Z,PT5M8S,122109,1716
154,Microbiology,2022-07-12 12:58:02.092725,8.  Types of OS - Batch Operating System | Basics of Operating System [Hindi/Urdu],jPP-lUpJES0,2019-05-08T03:15:00Z,PT7M34S,43230,926
155,Microbiology,2022-07-12 12:58:02.092727,Booting an Operating System,7D4qiFIosWk,2018-09-10T00:08:45Z,PT11M11S,44848,807
156,Microbiology,2022-07-12 12:58:02.092729,Types of Operating System in Hindi  Lec-2,-frubu9bglY,2018-12-03T13:01:08Z,PT21M3S,186388,3295
157,Microbiology,2022-07-12 12:58:02.092730,Process State Transition Diagram and various Schedulers | Operating System,-ddfZ0atNAU,2019-03-19T08:05:42Z,PT16M40S,181588,3422
158,Microbiology,2022-07-12 12:58:02.092732,1. computer operating system mcq | rajasthan computer teacher vacancy | operating system playlist,1h_rkPKhhnU,2022-05-22T11:43:18Z,PT1H6M11S,7500,593
159,Microbiology,2022-07-12 12:58:02.092733,How to Change Operating System Name on Boot Menu in Windows 10 Tutorial,RICVlbN5phE,2016-02-17T03:26:11Z,PT2M35S,88766,488
160,Microbiology,2022-07-12 12:58:02.092735,Operating System not found/ Missing operating system? Laptop Fix / Solution,F6tE4Vlmv6E,2014-03-24T03:34:38Z,PT4M28S,718410,2116
161,Microbiology,2022-07-12 12:58:02.092736,Operating System Interview Questions and Answers - Part I,b18X4uOKjHs,2013-07-04T06:56:57Z,PT12M26S,173170,1854
162,Microbiology,2022-07-12 12:58:02.092738,Distributed Operating system in os... tamil,EzjdNNGi1x4,2021-02-25T21:28:30Z,PT5M13S,5599,111
163,Microbiology,2022-07-12 12:58:02.092739,Computer Training : How to Install an Operating System on a Computer,UvTyxTxO3-s,2009-03-15T20:17:13Z,PT3M2S,215803,391
164,Microbiology,2022-07-12 12:58:02.092741,Semaphore Animation | Operating System Concept Made Simple,LIzTbA3cAWY,2021-03-06T12:02:46Z,PT3M14S,6668,290
165,Microbiology,2022-07-12 12:58:02.092742,"How to fix &quot;Operating System not found&quot; error, Laptop HDD, Samsung R530",OSYM5dxzHwI,2016-09-02T20:19:14Z,PT2M26S,167396,941
166,Microbiology,2022-07-12 12:58:02.092744,Peterson Solution in Operating System | Two Process Solution for Critical Section | Busy Waiting,Jp1HhVG2pQw,2021-06-07T15:21:30Z,PT19M38S,6986,171
167,Microbiology,2022-07-12 12:58:02.092746,How to fix error : Operating System Not Found On Sony Vaio,QurOltTHCoU,2015-12-20T14:39:43Z,PT3M5S,158731,588
168,Microbiology,2022-07-12 12:58:02.092748,Deadlock introduction and conditions of a Deadlock || Operating system in telugu,V7V3LTFKzmI,2022-01-04T14:45:03Z,PT20M39S,4983,163
169,Microbiology,2022-07-12 12:58:02.092749,"Types of Operating Systems(Batch, Multiprogramming, Time Sharing, Multiprocessing, Real Time)",PY6zEUELn8s,2019-03-18T14:28:38Z,PT18M6S,361919,6981
170,Microbiology,2022-07-12 12:58:02.092751,L-5.11: Question Explanation on Paging | Memory Management | Operating System,L80DakYu4uw,2018-04-03T09:40:29Z,PT13M52S,267265,5113
171,Microbiology,2022-07-12 12:58:02.092752,Work 100% || Tutorial - How to Fix Operating System Not Found | SmarTutor TV,PvWJR4EqOBI,2017-09-02T04:04:47Z,PT3M9S,679407,5217
172,Microbiology,2022-07-12 12:58:02.092754,IO buffering | Types of Buffering in Operating System,1cSou52VdE0,2021-01-03T10:37:07Z,PT13M37S,9811,208
173,Microbiology,2022-07-12 12:58:02.092756,Peterson&#39;s Solution (Peterson&#39;s Algorithm) ll Operating System ll Two  Process Synchronization,7_h04U_VU5w,2018-12-24T11:52:53Z,PT11M18S,48449,1923
174,Microbiology,2022-07-12 12:58:02.092757,1.3- What Is Kernel Mode &amp; User Mode In Operating System In Hindi | Kernel In Operating System,K4Id1Xz2v4E,2019-07-03T11:17:39Z,PT16M18S,40489,1214
175,Microbiology,2022-07-12 12:58:02.092759,What is Operating System in hindi |Types of Operating system in hindi,h10ZcxOJw6g,2019-03-16T05:27:13Z,PT7M39S,27095,703
176,Microbiology,2022-07-12 12:58:02.092761,How to Delete an Operating System from Dual Boot Computer,nfNbwBLqwvI,2018-03-08T13:23:50Z,PT3M14S,686835,9847
177,Microbiology,2022-07-12 12:58:02.092762,"Operating System not found, Windows Boot Failed, Windows 7, 8, 10 on Dell Laptops",p-b3aCg298o,2021-06-14T18:10:04Z,PT4M,13145,117
178,Microbiology,2022-07-12 12:58:02.092764,2.8 HARDWARE SYNCHRONIZATION IN OS #vtu #os #operatingsystem #exam,SL7VSKZVIYo,2019-05-02T16:44:39Z,PT10M3S,10081,101
179,Microbiology,2022-07-12 12:58:02.092765,"L-3.4: Critical Section Problem |  Mutual Exclusion, Progress and Bounded Waiting | Operating System",qMQsd7Iy5jo,2018-02-27T09:59:54Z,PT25M36S,590075,17234
180,Microbiology,2022-07-12 12:58:02.092767,Operating System Grade 3,qMkFoU12lHI,2020-04-22T17:13:52Z,PT8M38S,95095,1141
181,Microbiology,2022-07-12 12:58:02.092768,Explain Spooling in Operating System | Types in Hindi | Operating System Tutorials Hindi - 07,ahtWU2qbhaA,2021-11-20T06:45:00Z,PT4M6S,5101,120
182,Microbiology,2022-07-12 12:58:02.092769,Operating system boot mode change (021) | **** + enter - to complete the change,wXOLWOdpDlc,2020-07-11T13:40:59Z,PT1M34S,42415,191
183,Microbiology,2022-07-12 12:58:02.092771,Critical  Section Problem in Operating System in Hindi | Operating System Tutorial s,uY8f0iXDb1c,2018-04-14T10:22:50Z,PT7M43S,56298,796
184,Microbiology,2022-07-12 12:58:02.092772,L-3.13: Dining philosophers Problem and Solution using Semaphore in Operating System,HHoB2t_B6MI,2018-03-03T05:30:00Z,PT35M13S,346642,10560
185,Microbiology,2022-07-12 12:58:02.092774,Multitasking Operating System | Animation | Simple Example | Easy Explanation,fhhc_bjgiuA,2020-06-25T07:48:06Z,PT7M29S,20992,512
186,Microbiology,2022-07-12 12:58:02.092775,Class 3 : Ch2 GUI Operating System,7GxL6gAKWR4,2020-09-18T12:48:33Z,PT10M30S,4746,92
187,Microbiology,2022-07-12 12:58:02.092777,Features or Characteristics of UNIX or LINUX Operating system || os,uFPVkZUS-Oc,2021-05-02T18:34:09Z,PT5M39S,4011,77
188,Microbiology,2022-07-12 12:58:02.092778,Page replacement algorithm problem in Tamil/operating system/FIFO/LRU/Optimal page replacement prblm,-gm8oYxJbJw,2020-04-30T14:08:55Z,PT16M9S,46178,1877
189,Microbiology,2022-07-12 12:58:02.092780,What is the Entrepreneurial Operating System? (Traction EOS),IYQcNnihSBA,2020-08-04T17:35:32Z,PT2M49S,6250,38
190,Microbiology,2022-07-12 12:58:02.092781,Semaphore Part-1 Explained in Hindi l Operating System Course l ERTOS Course,8MMumQzpBSI,2020-04-26T03:16:04Z,PT9M19S,32987,1007
191,Microbiology,2022-07-12 12:58:02.092783,Bankers algorithm with solve example   part 1 in hindi | Operating system series,Q8eLBWdhgu0,2017-10-23T13:53:09Z,PT13M45S,436744,11874
192,Microbiology,2022-07-12 12:58:02.092784,Write your own Operating System in 1 hour,1rnA6wpF0o4,2016-03-07T22:37:14Z,PT54M56S,405021,7454
193,Microbiology,2022-07-12 12:58:02.092786,L-4.2: Resource Allocation Graph in Deadlock | Single Instance with example | Operating System,BW74JYB3QOM,2018-03-16T04:36:11Z,PT26M18S,426987,10239
194,Microbiology,2022-07-12 12:58:02.092787,GUI Operating System - Desktop Management | Class - 4 : Computer | Windows 10 | CAIE / CBSE |,-NEvJNb5BIs,2021-05-12T17:45:37Z,PT13M29S,9250,139
195,Microbiology,2022-07-12 12:58:02.092789,Multiprocessing Operating System | Easy Explanation | Using Animation,IZfWjg3U3mA,2020-07-04T03:08:01Z,PT7M17S,23100,578
196,Microbiology,2022-07-12 12:58:02.092790,"Acer Aspire Operating system not found, Laptop doesn&#39;t go into the window",ZXpVRQM4oDw,2021-04-03T11:39:15Z,PT4M3S,31541,319
197,Microbiology,2022-07-12 12:58:02.092792,An Operating System Wasn’t Found Try Disconnecting Any Drives That Don’t Contain An Operating System,a9MeP0V0Ajc,2022-01-24T13:49:11Z,PT6M32S,14169,188
198,Microbiology,2022-07-12 12:58:02.092793,L-5.3: Internal Fragmentation | Fixed  size Partitioning | Memory management | Operating System,bK-VhQA512c,2018-03-26T06:35:37Z,PT18M53S,372714,11374
199,Microbiology,2022-07-12 12:58:02.092795,What is kernel and shell in Operating System? | OS Part-3,ZP1ES7bjBWk,2020-05-02T06:59:13Z,PT9M33S,13902,593
200,Microbiology,2022-07-12 12:58:02.905040,An Operating System Wasn’t Found Try Disconnecting Any Drives That Don’t Contain An Operating System,a9MeP0V0Ajc,2022-01-24T13:49:11Z,PT6M32S,14169,188
201,Microbiology,2022-07-12 12:58:02.905054,Segmentation in Operating System- In Tamil,BrynIQCnLGI,2021-12-27T04:29:28Z,PT10M3S,4948,138
202,Microbiology,2022-07-12 12:58:02.905056,What is linux | Microsoft Windows vs Linux OS | linux operating system | Amader Canvas,dyuDdstBn8U,2020-11-08T13:33:33Z,PT6M3S,27669,730
203,Microbiology,2022-07-12 12:58:02.905058,Deadlock introduction and conditions of a Deadlock || Operating system in telugu,V7V3LTFKzmI,2022-01-04T14:45:03Z,PT20M39S,4983,163
204,Microbiology,2022-07-12 12:58:02.905059,Explain Spooling in Operating System | Types in Hindi | Operating System Tutorials Hindi - 07,ahtWU2qbhaA,2021-11-20T06:45:00Z,PT4M6S,5101,120
205,Microbiology,2022-07-12 12:58:02.905061,GHOST DATA - DDOS (Dream Drive Operating System),aj2EmrVYaRE,2021-04-20T16:18:22Z,PT4M33S,601017,19986
206,Microbiology,2022-07-12 12:58:02.905063,FCFS(First Come First Serve) CPU Scheduling Algorithm with example | Operating System,WYo1SpUh9FI,2019-03-20T12:34:06Z,PT17M50S,403837,6426
207,Microbiology,2022-07-12 12:58:02.905064,Patwar Computer| Operating System | महत्वपूर्ण प्रश्नोत्तरी | By SanjaySir,FQ07UIGGlJA,2020-12-25T07:11:19Z,PT1H30M25S,28428,1557
208,Microbiology,2022-07-12 12:58:02.905066,Damon Horowitz calls for a &quot;moral operating system&quot;,nG3vB2Cu_jM,2011-06-06T16:36:49Z,PT16M19S,79349,849
209,Microbiology,2022-07-12 12:58:02.905067,Directory Structure | tree structured directory | acyclic graph directory | operating system | files,eK_mEHG20PA,2019-10-07T19:26:54Z,PT10M4S,57130,1176
210,Microbiology,2022-07-12 12:58:02.905069,Processing Management in Operating System in tamil,oxhYD33QNho,2021-12-02T06:35:34Z,PT15M27S,1761,53
211,Microbiology,2022-07-12 12:58:02.905070,Operating System mcqs | Operating System mcqs for competitive exams | COMPUTER AWARENESS MCQS SET-1,qyGHwCgjUK4,2022-02-27T07:30:07Z,PT21M59S,7078,392
212,Microbiology,2022-07-12 12:58:02.905072,The STRANGEST operating system I have ever seen👩‍💻 #technology #programming #software #opensource,lHgrfuwKoNU,2022-05-03T17:18:09Z,PT38S,53084,1783
213,Microbiology,2022-07-12 12:58:02.905073,CLASS 21 II GUI Based Operating System,AATL3mX78rA,2022-01-13T17:49:20Z,PT53M22S,5765,188
214,Microbiology,2022-07-12 12:58:02.905075,L-5.20: Translation Lookaside Buffer(TLB) in Operating System in Hindi,Z2T2vnyZl0o,2020-02-19T13:26:02Z,PT12M23S,163219,5491
215,Microbiology,2022-07-12 12:58:02.905076,Computer: Operating System | Competition Exams Preparation | Rajasthan/Delhi Police/UPPCL,xrPhQH2SEUM,2020-10-27T05:11:44Z,PT1H27M50S,44642,2229
216,Microbiology,2022-07-12 12:58:02.905078,Class 10 IT Unit 3 Chapter 8 | Operating System Full Chapter Explanation | Book Code 402,qoHjved79Jc,2021-10-24T23:30:08Z,PT1H20M5S,30119,905
217,Microbiology,2022-07-12 12:58:02.905079,Fix NET Framework 4.8 is Not Supported On This Operating System Error Windows 10 / 8 / 7,u1S8daWrHTo,2021-03-19T14:45:01Z,PT2M20S,86311,-1
218,Microbiology,2022-07-12 12:58:02.905081,Sockets in Operating System,uagKTbohimU,2018-10-30T16:58:17Z,PT11M31S,111226,2010
219,Microbiology,2022-07-12 12:58:02.905082,Monolithic and Micro  Kernel Architecture Explain in Hindi | Operating System Tutorials,88vlIFfsmKM,2018-04-14T10:22:50Z,PT5M52S,88685,1264
220,Microbiology,2022-07-12 12:58:02.905084,System call in operating system in tamil,5MC9n0iBh9g,2019-08-16T13:49:14Z,PT10M2S,12055,394
221,Microbiology,2022-07-12 12:58:02.905085,Functions of Operating Systems || Operating system Components,rAMVA1QJUhU,2021-09-23T17:53:14Z,PT18M9S,9642,178
222,Microbiology,2022-07-12 12:58:02.905086,Operating System Components,mXUqMtJ0oBw,2020-07-20T13:50:54Z,PT17M14S,11009,164
223,Microbiology,2022-07-12 12:58:02.905088,Distributed Operating system in os... tamil,EzjdNNGi1x4,2021-02-25T21:28:30Z,PT5M13S,5599,111
224,Microbiology,2022-07-12 12:58:02.905089,The IT Crowd: &quot;What kind of Operating System does it use...?&quot;,8y4akOH8v8Q,2011-06-14T20:12:36Z,PT2M34S,648206,12040
225,Microbiology,2022-07-12 12:58:02.905091,Paging in operating system in Tamil,Hr_qLg9PJhI,2021-12-24T04:37:48Z,PT8M4S,5636,131
226,Microbiology,2022-07-12 12:58:02.905093,Error loading operating system solution with data backup and operating system installation .,PUOV3F1DWjM,2021-06-22T02:25:41Z,PT27M16S,29692,200
227,Microbiology,2022-07-12 12:58:02.905094,GUI Operating System - An Introduction | Class 3 - Computer Chapter 2 | CAIE / CBSE / ICSE Syllabus,77qNDllidhQ,2021-05-05T17:46:54Z,PT14M43S,14286,206
228,Microbiology,2022-07-12 12:58:02.905096,Process synchronization | Race condition | critical Section problem | Operating System | IN TAMIL,-ZlBd3Y3Tlc,2022-01-07T03:48:27Z,PT13M21S,5390,152
229,Microbiology,2022-07-12 12:58:02.905097,Gino Wickman explains Entrepreneurial Operating System (EOS),2L_nEp70HI8,2020-09-19T01:45:01Z,PT7M37S,16333,144
230,Microbiology,2022-07-12 12:58:02.905099,L-6.3: Disk Scheduling Algorithm | Operating System,9uoa_p8q47Y,2018-05-08T06:12:53Z,PT6M8S,303217,5974
231,Microbiology,2022-07-12 12:58:02.905100,Bankers algorithm with solve example   part 1 in hindi | Operating system series,Q8eLBWdhgu0,2017-10-23T13:53:09Z,PT13M45S,436744,11874
232,Microbiology,2022-07-12 12:58:02.905101,Day 2-Important Questions of Introduction to Operating System|CCC Exam Preparation|CCC Exam Sep 2021,n6Sk5L3QT3I,2021-08-26T14:00:10Z,PT21M40S,22530,1116
233,Microbiology,2022-07-12 12:58:02.905104,UNIX Architecture | Explanation in Hindi | Operating System Important Topics,7JF-cCpw6VA,2021-03-13T18:30:01Z,PT5M32S,12548,250
234,Microbiology,2022-07-12 12:58:02.905105,AT&amp;T Archives: The UNIX Operating System what is unix यूनिक्स क्या है Ratnakar Upadhyay,sczLg0N26oA,2019-12-25T03:53:37Z,PT6M22S,29357,711
235,Microbiology,2022-07-12 12:58:02.905107,Computer Anudeshak (कम्प्यूटर अनुदेशक) #3 | Operating System |Top MCQ |Ramkaran Sir |Utkarsh Classes,P9P5cFBZXYE,2022-06-08T11:35:24Z,PT59M30S,20552,907
236,Microbiology,2022-07-12 12:58:02.905108,"Objectives of Operating System , Computer Science Lecture | Sabaq.pk |",SzwPIC0P-N4,2018-09-07T12:59:04Z,PT7M56S,11776,163
237,Microbiology,2022-07-12 12:58:02.905110,Introduction To Operating System|CCC Complete Syllabus in Hindi|CCC Exam Preparation August 2020| 1,ZzmBzTGzJ1E,2020-07-24T14:00:11Z,PT19M34S,50750,1336
238,Microbiology,2022-07-12 12:58:02.905111,Functions of Operating system(OS) | Operating System and its Functions |malayalam tutorial| CHAPTERS,uUqvWWJ5XK4,2021-07-06T12:37:49Z,PT4M56S,6512,185
239,Microbiology,2022-07-12 12:58:02.905113,What is Operating System ? operating_system #c #c++ #java #python #dbms #os #short #shorts #trending,ds9qna_bQ2w,2022-02-02T05:11:39Z,PT27S,11432,630
240,Microbiology,2022-07-12 12:58:02.905114,L-5.13: 2-Level Paging in Operating System | Multilevel Paging,PiEq1CoP0ds,2020-08-07T14:32:10Z,PT15M45S,163770,4090
241,Microbiology,2022-07-12 12:58:02.905116,THE OPERATING SYSTEM: MS WINDOWS 10 class-3,uZJgO7JDy7w,2018-06-01T11:02:23Z,PT8M39S,75198,939
242,Microbiology,2022-07-12 12:58:02.905117,"Functions of Operating System , Computer Science Lecture | Sabaq.pk |",nhPkDXBFInc,2018-09-07T13:17:03Z,PT8M,60456,895
243,Microbiology,2022-07-12 12:58:02.905119,2022 Fix: &quot;This operating system is not supported&quot; Error on Windows,HATKGsHMg5w,2018-08-31T18:46:40Z,PT2M27S,150818,593
244,Microbiology,2022-07-12 12:58:02.905120,Critical  Section Problem in Operating System in Hindi | Operating System Tutorial s,uY8f0iXDb1c,2018-04-14T10:22:50Z,PT7M43S,56298,796
245,Microbiology,2022-07-12 12:58:02.905121,File Concept Part 1 | Definition of a File | File Attributes | operating system | File System,gSks2GpUx3Q,2019-10-07T22:24:09Z,PT6M3S,37073,598
246,Microbiology,2022-07-12 12:58:02.905123,Google introduces operating system &#39;OS Flex&#39;,PPSb3zmzN_Y,2022-02-16T12:01:05Z,PT1M12S,32876,196
247,Microbiology,2022-07-12 12:58:02.905125,"An operating system wasn&#39;t found😭😭, How To Fix",RT3Uw3LuR3Y,2022-01-16T09:21:17Z,PT38S,25923,829
248,Microbiology,2022-07-12 12:58:02.905126,Operating Systems | Introduction to Operating System | AKTU Digital Education,m5Y4Q7w5Uec,2021-11-03T11:00:11Z,PT27M52S,5087,85
249,Microbiology,2022-07-12 12:58:02.905128,Contiguous and Noncontiguous Memory Allocation in Operating system... tamil,Vcjgt1aWk_o,2021-03-01T04:24:00Z,PT6M7S,7698,155
250,Microbiology,2022-07-12 12:58:03.681911,Contiguous and Noncontiguous Memory Allocation in Operating system... tamil,Vcjgt1aWk_o,2021-03-01T04:24:00Z,PT6M7S,7698,155
251,Microbiology,2022-07-12 12:58:03.681923,Google introduces operating system &#39;OS Flex&#39;,PPSb3zmzN_Y,2022-02-16T12:01:05Z,PT1M12S,32876,196
252,Microbiology,2022-07-12 12:58:03.681925,Process and Process States in Operating System in Hindi  Lec-7,ABtb-uWhAGY,2018-12-06T12:54:16Z,PT13M57S,56528,1341
253,Microbiology,2022-07-12 12:58:03.681926,Semaphore Part-1 Explained in Hindi l Operating System Course l ERTOS Course,8MMumQzpBSI,2020-04-26T03:16:04Z,PT9M19S,32987,1007
254,Microbiology,2022-07-12 12:58:03.681928,L-4.4: Deadlock Handling Methods and Deadlock Prevention | Operating System,pPM9Ajqmy_4,2018-03-20T08:42:58Z,PT24M49S,491920,13505
255,Microbiology,2022-07-12 12:58:03.681930,12th Computer Science Paper - I : Chapter - 1 | Operating System | Marks Distribution | Introduction,Tz1YPxbq_5M,2020-12-15T12:30:03Z,PT25M30S,108541,3048
256,Microbiology,2022-07-12 12:58:03.681931,L-7.3: Allocation Methods in operating system in hindi | Contiguous vs NonContiguous,J6wVO4pvUCw,2020-05-23T06:30:00Z,PT5M59S,130708,3905
257,Microbiology,2022-07-12 12:58:03.681933,Operating System #14 What is an Interrupt? Types of Interrupts,rnGVincwk30,2017-08-31T15:29:53Z,PT18M13S,90323,819
258,Microbiology,2022-07-12 12:58:03.681934,The most INSANE Operating System 👩‍💻 #technology #programming #software #tech,3yw2B2SnHpE,2022-06-23T17:55:09Z,PT39S,175766,8029
259,Microbiology,2022-07-12 12:58:03.681936,Gino Wickman explains Entrepreneurial Operating System (EOS),2L_nEp70HI8,2020-09-19T01:45:01Z,PT7M37S,16333,144
260,Microbiology,2022-07-12 12:58:03.681937,Operating System Not Found ll Missing Operating System ll SOLVED ll Tech Kneel,mtDXOTbpNSo,2020-09-09T13:39:04Z,PT3M2S,42879,378
261,Microbiology,2022-07-12 12:58:03.681939,Operating System Part 2 - User View and System View,galio4ZS6jQ,2018-01-22T17:55:13Z,PT6M10S,32813,434
262,Microbiology,2022-07-12 12:58:03.681941,OPERATING SYSTEM-02 II COMPUTER AND TELECOMMUNICATIONS II JKPSC ARCS II JKSSB EXAMS,qvE5zOHaGe8,2021-09-08T04:30:10Z,PT23M44S,10762,494
263,Microbiology,2022-07-12 12:58:03.681942,Basics of Operating System | An Introduction | Programming Basics | Kaliyona | In Kannada,v0krZYqAxTc,2020-10-25T18:30:02Z,PT15M20S,4042,152
264,Microbiology,2022-07-12 12:58:03.681944,How to Install or Reinstall Xbox Operating System using USB flash drive. How to fix Error E102,8brP_qCEGQc,2020-07-12T22:19:28Z,PT3M16S,192127,2876
265,Microbiology,2022-07-12 12:58:03.681946,Threads in Operating System in Hindi | #12,ghp5Ygyb1Z4,2020-07-15T14:13:51Z,PT5M23S,17955,315
266,Microbiology,2022-07-12 12:58:03.681947,Structure of Operating System|operating system|in urdu\hindi,07XpHKRHkI4,2020-09-13T12:03:05Z,PT5M38S,5830,107
267,Microbiology,2022-07-12 12:58:03.681949,Class 10 IT Unit 3 | Types of Operating System &amp; Windows 10 - Operating System | Book Code 402,mazDYviP2A8,2021-09-16T08:30:10Z,PT35M57S,21356,625
268,Microbiology,2022-07-12 12:58:03.681950,Semaphore/ types os Semaphore in Operating system/ wait and Singnal... tamil,Pvb25RNkWIc,2021-03-05T04:21:15Z,PT4M56S,10540,243
269,Microbiology,2022-07-12 12:58:03.681963,NET Framework 4.7.1 Is Not Supported On This Operating System Error On Windows 10/8/7/8.1,GwIKTQohjA8,2020-06-16T13:48:37Z,PT2M8S,153537,-1
270,Microbiology,2022-07-12 12:58:03.681968,Rajasthan Computer Teacher Online Class | Operating System Important MCQs Live Class-18 By Vipin Sir,M5IxLSjz6YM,2021-08-15T01:38:22Z,PT52M6S,4409,233
271,Microbiology,2022-07-12 12:58:03.681970,Computer Anudeshak || Operating System &amp; COA || Sanjay Sir |Pathshala Classes Jaipur,HSCNEMikpqg,2022-06-13T13:10:06Z,PT6H4M21S,27600,1332
272,Microbiology,2022-07-12 12:58:03.681971,What is Operating System? explained in Hindi | Operating System क्या है और ये  कैसे काम करता है,b6mh5pKPJ10,2021-11-10T04:52:06Z,PT30S,12582,662
273,Microbiology,2022-07-12 12:58:03.681973,"Operating System Lecture 01: Goals, Characteristics, Operations and Features of Operating System",SBsh0v69w90,2020-09-23T14:57:25Z,PT18M42S,10270,181
274,Microbiology,2022-07-12 12:58:03.681974,OS MCQ | Part 1 | Operating System MCQ |  Multiple Choice Questions &amp; Answers with Explanation,-Cs_Oz6snC4,2021-09-11T07:15:01Z,PT16M29S,2458,72
